ladin	italian	english	resource
L Comun se soratol l'empegn de cerir la colaborazion coi etres comuns de l'area ladindolomitica, ence tres l svelup de formes de sociazion o col portèr dant entenudes, convenzions e cordanzes de program con enc publics e con privac, col fin de arsegurèr la maora entegrazion de la comunanza ladina.	Il Comune si impegna altresì a ricercare, anche attraverso lo sviluppo delle forme associative e la promozione di intese, convenzioni ed accordi di programma con enti pubblici e con privati, la collaborazione con gli altri comuni dell'area ladino-dolomitica al fine di assicurare la maggior integrazione della comunità ladina.	The municipality also undertakes to seek, also through the development of associations and the promotion of understandings, conventions and programme agreements with public bodies and private individuals, collaboration with the other municipalities of the Ladin-Dolomitic area in order to ensure the greater integration of the Ladin community.	moena
L'é dover del Consei dezider la modalitèdes e la formes de manejament di servijes publics.	Spetta al consiglio comunale decidere le modalità e le forme di gestione dei servizi pubblici.	It is up to the municipal council to decide on the modalities and forms of management of public services.	moena
Per chest fin l porta dant vigni azion per vardèr viae valorisèr la carateristiches speziales de la Comunanza Ladina de Fascia desche pèrt de la Comunanza Ladina de la Dolomites.	A tal fine promuove ogni azione diretta alla protezione e alla valorizzazione delle caratteristiche distintive della Comunità ladina di Fassa come parte integrante della Comunità ladino-dolomitica.	To this end, it promotes every action aimed at protecting and enhancing the distinctive characteristics of the Ladin Community of Fassa as an integral part of the Ladin-Dolomitic Community.	moena
La cèria de component del Consei general é compatibola con chela de conseier de comun e de component di comitac de aministrazion de la frazions.	La carica di componente il Consei general è compatibile con quella di consigliere comunale e di membro dei comitati di amministrazione delle ASUC.	The office of member of the Consei General is compatible with that of municipal councillor and member of the boards of ASUCs.	fascia
L viac l'era stat lonch e sfadious: trei dis zenza mai se fermèr, demò ogni tant a binèr sù bòzoles e "fruc-de-la-tera": chi śai, soraldut, i era bogn, douces, tendres.	Il viaggio era stato lungo e faticoso: tre giorni di marcia, senza mai fermarsi se non per raccogliere  bacche e "frutti della terra": quelli gialli, soprattutto, erano buoni, dolci, teneri.	The journey had been long and tiring: three days of walking, never stopping except to pick berries and 'fruits of the earth': the yellow ones, above all, were good, sweet, tender.	amervolesse
La descuerta de "ciaslires retics" te lesc vejins de Fiem e Fascia ne porta a tegnir per bon che sie stat ensediamenc de la medema sort te la Seconda Età del Fer (V-IV centené i.C.), ence sui ores auc enlongia l fon de la val empaludà.	L'individuazione di "castellieri retici" nelle contigue aree di Fiemme e di Fassa, porta inoltre a ritenere plausibili analoghi insediamenti della Seconda Età del Ferro (V-IV sec. a.C.) sulle alture prospicienti il fondale acquitrinoso.	The identification of 'Rhaetian castellieri' in the neighbouring Fiemme and Fassa areas also leads to the conclusion that similar settlements from the Second Iron Age (5th-4th centuries B.C.) on the heights facing the marshy seabed are plausible.	moena
Al scomenz del XVII centené, te la sala dant da la canzelarìa del consei aulich tel palaz episcopal de Persenon, l'é stat depent i blasons de duta la giuirisdizions sot l'autorità del piscop da Persenon.	All'inizio del XVII secolo, nell'anticamera della cancelleria del consiglio aulico nel palazzo vescovile di Bressanone, furono dipinti gli stemmi di tutte le giurisdizioni soggette all'autorità del vescovo brissinese.	At the beginning of the 17th century, the coats of arms of all the jurisdictions under the authority of the bishop of Brixen were painted in the antechamber of the chancellery of the court council in the bishop's palace in Brixen.	fascia
L manejament finanzièr del Comun se basa sul prinzip de la segureza de la ressorses, chela sies e chela soradates, tel ciamp de la leges revardentes la finanza publica e locala.	La gestione finanziaria del Comune si fonda sul principio della certezza delle risorse, proprie e trasferite, nell'ambito delle leggi in materia di finanza pubblica e locale. 	The financial management of the municipality is based on the principle of the certainty of resources, both own and transferred, within the framework of public and local finance laws. 	moena
Apontin dal besegn de defenir i raporc co la popolazions vejines nasc, tel XII centené, la Comunità de Fascia, descheche la cognoscion fora dai documents.	Proprio dalla necessità di precisare i rapporti con le popolazioni vicine nasce, nel XII secolo, la Comunità di Fassa, come la conosciamo dai documenti.	It was precisely from the need to clarify relations with neighbouring populations that the Community of Fassa, as we know it from documents, was born in the 12th century.	fascia
Dantfora la  poesìa che lo à ispirà, dita sù dal poet enstes e elaborèda  eletronicamenter.	A precederlo  la poesia che lo ha ispirato, recitata dal poeta e trattata  elettronicamente.	It is preceded by the poem that inspired it, recited by the poet himself and  electronically processed.	amervolesse
L Comun de Moena recognosc l ladin desche lengaz de sia comunanza.	Il comune di Moena riconosce la lingua ladina come lingua propria della comunità in esso rappresentata.	The municipality of Moena recognises the Ladin language as the language of the community it represents.	moena
Us-ter, obedient desche zenza, l se aea fat ite  tel ciaut de na pelicia, e l se aea sobito endromenzà.	Us-ter, obbediente come sempre, si era raggomitolato al tepore d'una folta pelliccia, prendendo subito sonno.	Us-ter, obedient as ever, had curled up in the warmth of a thick fur coat, immediately falling asleep.	amervolesse
Defat a tor via òrghegn e fegures aministratives se à endebolì n muie la comunità.	Infatti la progressiva riduzione di organi e figure indebolì molto la comunità.	In fact, the progressive reduction of organs and figures greatly weakened the community.	fascia
L'é n post n muie bel.	È un borgo molto bello.	It is very pretty.	montipallidi
L Comun dèsc corp a la partezipazion a sia azion politica e aministrativa col garantir e valorisèr l derit di zitadins, de la formazions soziales, di enteressé, di utenc e de la sociazions che porta inant enteresc de la popolazion e de vigni esprescion de la comunanza locala, a lurèr per fèr jir e per controlèr l'ativitèdes.	Il Comune rende effettiva la partecipazione all'azione politica e amministrativa comunale, garantendo e valorizzando il diritto dei cittadini, delle formazioni sociali, degli interessati, degli utenti e delle associazioni portatrici di interessi diffusi, di ogni espressione della comunità locale, a concorrere allo svolgimento ed al controllo delle attività.	The municipality makes participation in municipal political and administrative action effective, guaranteeing and enhancing the right of citizens, social groups, interested parties, users and associations representing diffuse interests, and any expression of the local community, to take part in the conduct and control of activities.	moena
L les à robèdes Smok!	Le ha rubate Smok!	Smok has stolen them!	montipallidi
Per chest fin, l Comun se festidiea de valorisèr e portèr inant la sociazion anter i comuns ladin-dolomitics, che, tres sescions di aministradores, porterà inant l'ativitèdes nezessères per arsegurèr l'entegrazion e la valorisazion de la comunanza ladina-dolomitica.	A tal fine, il Comune si impegna a valorizzare e promuovere l'associazione tra i comuni ladino-dolomitici, la quale, attraverso riunioni periodiche degli amministratori, promuoverà le azioni necessarie ad assicurare l'integrazione e la valorizzazione della comunità ladino-dolomitica. 	To this end, the municipality undertakes to valorise and promote the association between the Ladin-Dolomitic municipalities, which, through regular meetings of the administrators, will promote the necessary actions to ensure the integration and valorisation of the Ladin-Dolomitic community. 	moena
Neguna documentazion direta desmostra che n'outa Moena abie partegnù a la Pieif de Fascia, che dependea da la Diozesa de Persenon; chest tant vegn però sostegnù da studié pervia de la vejinanza geografica e di carateres linguistics e culturai che lea apontin Moena co la jent de chel raion.	La primitiva appartenenza di Moena alla Pieve di San Giovanni di Fassa, dipendente dalla Diocesi di Bressanone, non è suffragata da documentazione diretta, ma viene da taluni studiosi desunta dalla contiguità geografica e dalla comunanza dei tratti culturali e linguistici con le popolazioni di quell'area.	The primitive belonging of Moena to the Pieve di San Giovanni di Fassa, dependent on the Diocese of Bressanone, is not supported by direct documentation, but is inferred by some scholars from the geographical contiguity and the commonality of cultural and linguistic traits with the populations of that area.	moena
I comizies litèi per la litazion del Consei general e del Procurador vegn metui a jir dal President de la Provinzia.	I comizi elettorali per l'elezione del Consei general e del Procurador sono indetti dal Presidente della Provincia.	Election meetings for the election of the Consei General and the Procurador are called by the President of the Province.	fascia
N referendum sul medemo argoment no pel vegnir refat dant che sie passà 5 egn.	Un referendum sullo stesso argomento non può comunque essere ripetuto a meno di cinque anni dal precedente.	However, a referendum on the same subject cannot be repeated less than five years after the previous one.	moena
Fin acà pec egn.	Fino a pochi anni fa.	Until a few years ago.	volf1
L Comun general te sia azion de govern l se refèsc al prinzip de sinziera colaborazion, en condizion de valivanza, co la Provinzia, coi comuns ladins e con duta la istituzions.	Il Comun general ispira la propria azione di governo al principio di leale collaborazione, in condizioni di reciprocità, con la Provincia, con i comuni ladini e con tutte le istituzioni.	The Comun general inspires its government action on the principle of loyal collaboration, under conditions of reciprocity, with the Province, with the Ladin municipalities and with all institutions.	fascia
resta chiò con me olache l temp sà speter e ge mudaré i ciampes de forment te steiles e cometes i no ne troarà mai più.	resta qui con me, dove il tempo sa aspettare ed io muterò i campi di frumento in stelle e comete non ci troveranno mai più.	stay here with me where time can wait, and I will change the fields of wheat into stars and comets they will never  find us again.	amervolesse
Normes ed interim e finales.	Norme transitorie e finali. 	Transitional and final rules. 	moena
Per l personèl en servije te la publica aministrazion l'é stat metù a jir vèlch scomenzadiva formativa aposta.	Per il personale in servizio nella pubblica amministrazione sono state attivate alcune iniziative formative specifiche.	A number of specific training initiatives have been set up for staff working in the public administration.	intervento1
Al prum de mé.	Il primo maggio.	May 1st.	volf1
Pel portèr dant proponetes de revijion de chest statut, estra che n quinto di sìngoi componenc del Consei general:  a)  ogne consei de comun,  b)  l Consei di ombolc;  c)  amàncol mile litadores residenc ti comuns che fèsc l Comun general.	Possono presentare proposte di revisione di questo statuto, oltre ad un quinto dei singoli componenti del Consei general:  a)  ciascun consiglio comunale;  b)  il Consei di ombolc;  c)      almeno mille elettori residenti nei comuni costituenti il Comun general.	In addition to one-fifth of the individual members of the Consei general, the following may submit proposals for the revision of this statute: a) each municipal council; b) the Consei di ombolc; c) at least one thousand voters residing in the municipalities constituting the Comun general.	fascia
Trasferiment volontadif de funzions	Trasferimento volontario di funzioni	Voluntary transfer of functions	fascia
Aa-gar se n stajea cet, cucià jù dò n spiz de crepa da olache l podea veder l lech te la lum  spavida de la doman.	Aa-gar se ne stava immobile, rannicchiato al riparo dello sperone di roccia dal quale poteva  osservare il lago nella luce diafana dell'alba.	Aa-gar stood motionless, huddled in the shelter of the rock outcrop from which he could observe the lake in the diaphanous light of dawn.	amervolesse
I provedimenc de competenza de l'ombolt de norma tol la forma de "Decret", de "Ordenanzes" o de etres ac tipics.	I provvedimenti di competenza del sindaco di norma assumono la forma di "Decreto" quando non hanno la forma di "Ordinanze" o di altri atti tipici.	Measures within the competence of the mayor normally take the form of 'Decrees' when they do not have the form of 'Orders' or other typical acts.	moena
Aces del temp.	Capricci del tempo.	Whims of the weather.	volf1
Per chel che no é pervedù da chest artìcol vegn aplicà la normes de l'ordenament regionèl di enc locai en materia de no compatibilità e no litabilità per i conseieres de comun.	Per quanto non previsto da questo articolo si applicano le norme dell'ordinamento regionale degli enti locali in materia di incompatibilità ed ineleggibilità per i consiglieri comunali.	For all matters not provided for in this Article, the rules of the regional regulation of local authorities on incompatibility and ineligibility for municipal councillors shall apply.	fascia
L teritorie del Comun de Moena é metù storicamenter sui térmegn anter la valèdes de Fiem e de Fascia; chesta pojizion à abù gran peis tel prozess che à formà l carater e la natura de la comunanza aló enciasèda.	Il territorio del Comune di Moena si colloca storicamente nel punto di congiunzione tra le Valli di Fiemme e di Fassa, e tale collocazione ha contribuito a plasmare il carattere e la natura della comunità in esso insediata.	The territory of the Municipality of Moena is historically located at the junction between the Fiemme and Fassa Valleys, and this location has contributed to shaping the character and nature of the community settled in it.	moena
La me n'à envià via una desche n'acia de fil.	Ha cominciato a farmi una tirata lunghissima.	He started giving me a very long pull.	volf1
Tel cajo de mencianza, empediment permanent, eliminazion, térmen o mort del vizeombolt, la funzions de ombolt vegn soratoutes da l'assessor più veie. En propojit l vegn entenù l'assessor più veie de età.	In caso di assenza, impedimento permanente, rimozione, decadenza o decesso del vicesindaco, le funzioni di sindaco sono svolte dall'assessore anziano, intendendosi per esso il più anziano di età. 	In the event of the absence, permanent impediment, removal, disqualification or death of the deputy mayor, the functions of the mayor are performed by the senior councillor, meaning the eldest. 	moena
Istruzions per meter ensema i toc.	Istruzioni per il montaggio.	Assembly instructions.	montipallidi
I raporc co la copratives e la sociazions scrites te l'articol cassora vegn discipliné tres la convenzions contegnudes te la letra b) de l'articol 24 sorascrit e ence tres autra formes de colaborazion valevoles per dèr corp a la democratizità de l'azion aministrativa, aldò di prinzipies contegnui te la leges relatives en forza.	I rapporti con le cooperative e le associazioni di cui all'articolo precedente sono disciplinati mediante le convenzioni di cui alla lettera b) del precedente articolo 24 ed anche mediante altre forme collaborative idonee a rendere concreta la democraticità dell'azione amministrativa, in conformità ai princìpi contenuti nelle leggi vigenti in materia. 	Relations with the cooperatives and associations referred to in the preceding article are governed by the conventions referred to in point b) of Article 24 above and also by other forms of cooperation suitable to make the democratic nature of administrative action concrete, in accordance with the principles contained in the relevant laws in force. 	moena
La comunicazion scrita per i enteressé al scomenz di prozedimenc.	La comunicazione scritta agli interessati dell'avvio dei procedimenti.	Written notice to the interested parties of the commencement of proceedings.	moena
No vegn nominà assemblees generèles, vegn tout jù autra istituzions tipiches de la veia comunità e donca no l'é più chel leam diret co la popolazion che se palesèa co la litazion e la roda di desvalives raprejentanc.	Non sono citate assemblee generali, vengono meno altre istituzioni tipiche dell'antica comunità e quindi non c'è più il legame diretto con la popolazione espresso tramite l'elezione e la rotazione dei vari rappresentanti.	General assemblies are not mentioned, other institutions typical of the ancient community are missing, and therefore the direct link with the population expressed through the election and rotation of various representatives is no longer present.	fascia
Les crepes.	Le cime.	The peaks.	montipallidi
L stambech.	Lo stambecco.	Alpine ibex.	montipallidi
Te dant a la endesfides de la sozietà moderna, la comunanza de Moena se moscia zis empegnèda, dessema con duta la Val de Fascia, tel lènch confront zivil per l recognosciment de l'identità linguistica e culturala de la jent ladina de la Dolomites.	Di fronte alle sfide della società moderna la comunità moenese risulta impegnata insieme all'intera Valle di Fassa nella lunga battaglia civile per il riconoscimento dell'identità linguistica e culturale della gente ladina delle Dolomiti.	Faced with the challenges of modern society, the Moenese community, together with the entire Fassa Valley, is engaged in the long civil battle for the recognition of the linguistic and cultural identity of the Ladin people of the Dolomites.	moena
Aer na memoria de fer acialà.	Avere una memoria di ferro.	Having an iron memory.	volf1
Encoloresc e taa fora la besties te la pèrt soravìa la scheda.	Colora e ritaglia gli animali della parte superiore della scheda.	Colour and cut out the objects and animals at the top of the sheet.	montipallidi
Tel cajo che no vegne arjont la maoranza assoluta, la proponeta vegn anulèda e la podarà esser portèda danef al Consei demò te n autra sentèda.	Nel caso la maggioranza assoluta non sia comunque raggiunta, la proposta si considera respinta e potrà essere nuovamente sottoposta al consiglio soltanto in una successiva seduta.	In the event that an absolute majority is still not achieved, the proposal is considered rejected and may only be submitted to the council again at a subsequent meeting.	moena
I prumes stanziamenc te Fascia l'é stat fazile chi di pèstres che se moea da la pianes fin japede la Dolomites.	I primi stanziamenti in val di Fassa furono probabilmente quelli a carattere transitorio dei pastori nomadi che dalle pianure si spingevano fin sotto le Dolomiti.	The first settlements in the Val di Fassa were probably those of a transitory nature of nomadic shepherds who travelled from the plains to the Dolomites.	fascia
A la sentèdes de la Jonta tol pèrt l secretèr de Comun co la funzion consultiva e de protocolisazion, l pel tor la parola tel cajo de sia spezifica responsablità, dò domana de l'ombolt o di assessores enteressé.	Alle sedute della giunta partecipa il segretario comunale con funzione consultiva e verbalizzante, che può prendere la parola in relazione alle sue specifiche responsabilità, su richiesta del sindaco o degli assessori interessati.	The municipal secretary participates in the meetings of the council in an advisory and minuting capacity. He may speak in relation to his specific responsibilities, at the request of the mayor or councillors concerned.	moena
El l se enirarà n muie!	Si arrabbierà tantissimo!	He will be really angry!	montipallidi
Spartir chel che i aea, depener l'un da l'auter e se lascèr sui etres l'era l fondament e dutun la spenta del viver adum.	La condivisione delle risorse, la stretta interdipendenza e il necessario affidamento gli uni sugli altri, erano allo stesso tempo la base e l'incentivo del vivere insieme.	The sharing of resources, the close interdependence and the necessary reliance on each other were both the basis and incentive for living together.	fascia
L'organisazion.	L'organizzazione.	Organisation.	moena
L Comun sostegn la partezipazion de si zitadins a l'atività de l'ent, col valorisèr soraldut l contribut che pel dèr la copratives e la sociazions scrites ite te l'art. 48 de la L.R. dai 4 de jené 1993, nr 1.	Il Comune favorisce la partecipazione dei cittadini in esso residenti all'attività dell'ente, valorizzando in particolare l'apporto che possono fornire le cooperative e le associazioni indicate dall'art. 48 della L.R. 4 gennaio 1993, n. 1.	The municipality encourages the participation of citizens residing in it in the activity of the authority, particularly enhancing the contribution that cooperatives and associations indicated in Article 48 of Regional Law No. 1 of 4 January 1993 can provide.	moena
Paroles dantfora 	Preambolo 	Preamble 	fascia
Prinzipies de colaborazion.	Principi di collaborazione. 	Principles of collaboration. 	moena
Stampa la schedes (tel format A4 o A3).	Stampa le schede (in A4 o in A3).	Print the sheets (in A4 or A3 format).	montipallidi
Valutèr i cosc' di ac, di prozedimenc e de la prestazions fates, en raport a la calità de la distribuzion di servijes.	Valutare i costi degli atti, dei procedimenti e delle prestazioni rese in rapporto alla qualità dei servizi erogati.	Evaluate the costs of acts, procedures and services rendered in relation to the quality of the services provided.	moena
La bestia pesèa desche n crep: l ge aessa metù n muie de dis e n muie de nets a ruèr a cèsa  con duta chela cèrn, ma paèa la speisa.	L'animale era pesante come una montagna: avrebbero impiegato parecchi giorni e altrettante  notti prima di giungere a casa, ma ne valeva la pena.	The animal was as heavy as a mountain: it would take them several days and as many nights before they reached home, but it was worth it.	amervolesse
L Comun general arsegura ence formes de informazion e partezipazion adatèdes de la persones enteressèdes, tel respet di prinzipies de trasparenza e de democratizità te l'azion aministrativa.	Il Comun general assicura altresì idonee forme di informazione e partecipazione delle persone interessate, attuando i principi di trasparenza e di democraticità nell'azione amministrativa.	The Communal General also ensures appropriate forms of information and participation of the persons concerned, implementing the principles of transparency and democratic nature in administrative action.	fascia
I raporc de colaborazion e de sociazion vegn apliché ence te la formes e coi strumenc pervedui te la Pèrt IX de la L.R. dai 4 de jené 1993, nr 1, e più avisa.	I rapporti di collaborazione ed associazione si attuano altresì nelle forme e con gli strumenti previsti dal Capo IX della L.R. 4 gennaio 1993, n. 1, e precisamente.	Collaboration and association relations are also implemented in the forms and with the instruments provided for in Chapter IX of Regional Law No. 1 of 4 January 1993, namely	moena
La ciaura e l stambech joen, sprigolé per l bot, i é sciampé desbalz envers l bosch.	La femmina e lo stambecco giovane, spaventati per il tonfo improvviso, si scossero terrorizzati e  a grandi balzi fuggirono in direzione del bosco.	The female and the young ibex, startled by the sudden thud, jolted terrified and with great leaps fled in the direction of the forest.	amervolesse
L'é da meter al luster dant de dut che la situazion sozio-linguistica de Fascia la consent de durèr sche daperdu l lengaz ladin canche la jent rejonaco la publica aministrazion; demò per chest donca no coressa meter sù "sportìe" aposta che deide la jent de marelenga ladina a se arvejinèr e a aer azess a la informazions o a la domana de documentazion publica.	Va anzitutto evidenziato che la situazione socio-linguistica della Val di Fassa consente un uso ampio e pressoché generalizzato della lingua ladina nei rapporti verbali fra cittadini e pubblica amministrazione; ciò rende di fatto superflua l'istituzione di appositi "sportelli" che favoriscano l'accesso agli atti o l'acquisizione di informazioni da parte degli utenti di madrelingua ladina.	First of all, it should be pointed out that the socio-linguistic situation of the Val di Fassa allows for a wide and almost generalised use of the Ladin language in verbal relations between citizens and the public administration; this makes it unnecessary to set up special 'counters' to facilitate access to documents or the acquisition of information by users of Ladin mother tongue.	intervento1
L'ofize comprenjorièl fèsc donca da "portel linguistich" soracomunèl, a despojizion de duta l'autra aministrazion publiches de Fascia toues ite te l'aplicazion del "bilinguism".	L'ufficio comprensoriale funge quindi da vero e proprio "sportello linguistico" sovracomunale, a disposizione di tutte le altre amministrazioni pubbliche della Val di Fassa coinvolte nell'applicazione del "bilinguismo".	The district office therefore acts as a true supra-municipal 'language counter', available to all the other public administrations in the Fassa Valley involved in the application of 'bilingualism'.	intervento1
L control del manejament.	Il controllo di gestione. 	Management control. 	moena
Aldò de l'art. 5, coma 2, de la L.R. dai 4 de jené 1993, nr 1, i regolamenc deliberé dal Consei de Comun e controlé te sia legitimità con ejit positif da la Jonta Provinziala o aboncont doventé ejecutives aldò de l'art. 52, coma 1, de la lege medema, i vegn publiché endodanef te l'albo de Comun per la durèda de chìnesc dis, tegnan bona la possiblità de poder lurèr fora, con n regolament spezifich, ence de autra formes per meter en consaputa i sentadins.	Ai sensi dell'art. 5, 2° comma, della L.R. 4 gennaio 1993, n. 1, i regolamenti deliberati dal consiglio comunale e controllati nella legittimità con esito positivo dalla giunta Provinciale o comunque divenuti esecutivi ai sensi dell'art. 52, 1° comma, della medesima legge, sono nuovamente pubblicati all'albo pretorio per la durata di quindici giorni, ferma restando la possibilità di stabilire, con apposito regolamento, anche ulteriori forme di pubblicità e diffusione fra i censiti.	Pursuant to Article 5, section 2, of Regional Law no. 1 of 4 January 1993, the regulations resolved by the municipal council and checked for legitimacy with a positive outcome by the Provincial Council, or in any case that have become enforceable pursuant to Article 52, section 1, of the same law, are again published on the municipal notice board for a period of fifteen days, without prejudice to the possibility of establishing, by specific regulation, further forms of publicity and dissemination among the census holders.	moena
Tel cajo che l'ordenanza abie carater personal, la cogn vegnir notifichèda al rezevent.	Quando l'ordinanza ha carattere individuale, essa deve essere notificata al destinatario. 	When the order has an individual character, it must be notified to the addressee. 	moena
La Jonta de Comun é metuda ensema da l'ombolt e da cater assessores, doi de chisc pel esser zitadins che no fèsc nia pèrt del Consei de Comun, bèsta che i pur che i sie en possess de la calitèdes de litablità e de compatiblità domanèdes per i conseieres e i assessores de Comun, e che i abie competenzes tecniches e/o aministratives desmostrèdes.	La giunta comunale è composta dal sindaco e da quattro assessori, due dei quali possono essere cittadini non facenti parte del consiglio comunale, purché siano in possesso dei requisiti di eleggibilità e di compatibilità necessari per i consiglieri e gli assessori comunali, e abbiano comprovate competenze tecniche e/o amministrative.	The municipal council consists of the mayor and four councillors, two of whom may be citizens who are not members of the municipal council, provided that they meet the eligibility and compatibility requirements for municipal councillors and aldermen, and have proven technical and/or administrative skills.	moena
Na bona ocajion per cognoscer l'Euregio te duta sia pèrts: vedudes orignièles, melaures de la natura e del èrt, e curta informazions de storia tel Tirol, Sudtirol, e Trentin, debant e a na vida sostegnibola, aldò del mot de la presidenza sudtiroleisa de l'Euregio, "Sorafora i confins".	Una buona opportunità per scoprire l'Euregio in tutte le sue sfaccettature: paesaggi unici, tesori naturali e artistici e 'perle' di storia in Tirolo, Alto Adige e Trentino, gratuitamente e in modo sostenibile, seguendo il motto della presidenza altoatesina dell'Euregio, "superare i confini".	This is a good opportunity to discover the Euregio in all its facets: unique landscapes, natural and artistic treasures and 'pearls' of history in Tyrol, South Tyrol and Trentino, free of charge and in a sustainable way, following the motto of the South Tyrolean Euregio Presidency, 'overcoming borders'.	comunicato1015
La sera dant, apenamai che l fià de Us-ter se aea fat più chiet, l ciaciador aea enjignà sia  èrmes.	La sera prima, non appena il respiro di Us-ter si era fatto più tranquillo, il cacciatore aveva preparato le armi.	The night before, as soon as Us-ter's breathing had become quieter, the hunter had prepared his weapons.	amervolesse
Ìnesc	Indice	Index	fascia
L Comprenjorie fascian l'é donca da conscidrèr a pien titol l ritadin de la veia "Comunità de Fascia" (Communitas Fasciae) che vegn nominèda per la pruma outa ti documents del 1253.	Il Comprensorio fassano è quindi da considerare  a pieno titolo l'erede dell'antica "Comunità di Fassa" (Communitas Fasciae) la cui prima  menzione documentaria risale al 1253.	The Fassa District is therefore to be considered in its own right the heir of the ancient "Community of Fassa" (Communitas Fasciae) whose first documentary mention dates back to 1253.	intervento1
Parlèr bon adaut.	Parlare a voce molto alta.	Speak very loudly.	volf1
Noscia istoria ne consegna na esperienza veiora olache i fascegn "seppero sopportare pesi onerosi piuttosto che rinunciare alle istituzioni comunitarie e alle tradizioni degli avi" (p. Frumenzio Ghetta).	La nostra storia ci consegna una secolare esperienza dove i fassani "seppero sopportare pesi onerosi piuttosto che rinunciare alle istituzioni comunitarie e alle tradizioni degli avi" (p. Frumenzio Ghetta).	Our history gives us a centuries-old experience where the Fassa people "knew how to bear heavy burdens rather than renounce the community institutions and traditions of their ancestors" (Fr. Frumenzio Ghetta).	fascia
L soradèsc e l defenesc la encèries de colaborazion da foravìa aldò de la modalitèdes e di prinzipies pervedui da la lege, dal Statut e dal regolament de Comun.	Attribuisce e definisce gli incarichi di collaborazione esterna secondo le modalità ed i criteri stabiliti dalla legge, dallo Statuto e dal regolamento comunale.	It allocates and defines external collaboration assignments in accordance with the procedures and criteria established by law, the statute and the municipal regulations.	moena
Ence i ucìe i sgola endodanef!	Sono tornati anche gli uccelli nel cielo.	Even the birds in the sky have returned.	montipallidi
L Comun dèsc fora regolamenc.	Il Comune emana regolamenti.	The municipality issues regulations.	moena
Chisc neves  lurieres nasc dal comun denominator del lengaz e é ispiré  da sie carater da n vers corosif, ti scrévec smaché e nervousc  di consonanc, e da l'auter douc, ti vocai lèrc e destiré.	Questi nuovi  lavori nascono nel comun denominatore della lingua e sono  ispirati dal suo carattere per un verso corrosivo, negli schiocchi  percussivi e nervosi delle consonanti e per l'altro dolce, nelle  larghe e distese vocali.	These new works were born under the common denominator of the language and are inspired by its character, both  corrosive, with the percussive and nervous clicks of the consonants, and sweet, with the wide and relaxed vowels.	amervolesse
Per poder jièr con chest libret te ès besegn de: lapijes da color o penarìe, forfesc co la pontes torones (fate didèr da n gran!) cola.	Per giocare con questo libretto hai bisogno di: matite colorate o pennarelli, forbici con le punte arrotondate (fatti aiutare da un adulto!), colla.	To play with this booklet you need: coloured felt-tip pens or pencils, round tip scissors (get an adult to help) and glue.	montipallidi
Acà 8 mile egn, apede i leghes de Colbricon	8 mila anni fa, presso un bivacco del Mesolitico	8,000 years ago, at a Mesolithic bivouac	amervolesse
Te l'àmbit de chest projet l'é stat ence fat n coretor ortografich del ladin fascian e del 2003 ge é stat metù apede la verscion per l ladin standard.	Nell'ambito di questo progetto è stato inoltre realizzato il correttore ortografico del ladino fassano a cui nel 2003 si è affiancata la versione per il ladino standard.	As part of this project, a spell-checker for Fassa Ladin was also created, which was joined by a version for standard Ladin in 2003.	intervento1
L tol pèrt a la adunanzes di ombolc chiamèdes ìte da la comunanzes locales a livel soracomunal, che tol ite l Comun.	Partecipa alle conferenze dei sindaci convocate dalle comunità locali a dimensione sovracomunale, nel cui ambito è compreso il Comune.	It participates in conferences of mayors convened by local communities with a supra-municipal dimension, in which the municipality is included.	moena
L referendum vegn disciplinà, lascian a valer chel tant scrit te chest artìcol, da la lege provinzièla dai 5 de mèrz del 2003, n. 3 (Despojizions en materia de referendum proopositif, referendum consultif, referendum abrogatif e scomenzadiva populera de la leges provinzieles), olache se enten i coresponenc orghegn del Comun general de Fascia tel post di orghegn provinzièi.	Il referendum è disciplinato, salvo quanto disposto da questo articolo, dalla legge provinciale 5 marzo 2003, n. 3 (Disposizioni in materia di referendum propositivo, referendum consultivo, referendum abrogativo e iniziativa popolare delle leggi provinciali), intendendosi sostituiti agli organi provinciali i corrispondenti organi del Comun general de Fascia.	The referendum is governed, subject to the provisions of this article, by Provincial Law No. 3 of 5 March 2003 (Provisions on the propositional referendum, consultative referendum, abrogative referendum and popular initiative of provincial laws), with the corresponding bodies of the Comun general de Fascia being substituted for the provincial bodies.	fascia
L Consei de procuraé metù adum dal Procurador del Comun general, che lo chiama ite e l lo rec, e da etres componenc nominé dal Procurador, tel numer màscim de sie, cernui ence al de fora del Consei general.	Il Consei de procura è composto dal Procurador del Comun general, che lo convoca e lo presiede, e da altri membri nominati dal Procurador, nel numero massimo di sei, scelti anche all'esterno del Consei general.	The Consei de procura is composed of the Procurador del Comun general, who convenes and chairs it, and other members appointed by the Procurador, up to a maximum of six, who may also be chosen from outside the Consei general.	fascia
