ladin	italian	english	resource
L'ordenament e l funzionament de la istituzions vegn discipliné da chest Statut, tant inant che l'é aplicàbol e compatìbol, e ence da n regolament comunal aposta; l Consei de Comun aproa i programes de speisa de la istituzions per vigni an e i ac scric tel regolament.	L'ordinamento ed il funzionamento delle istituzioni sono disciplinati dal presente Statuto, in quanto applicabile e compatibile, nonché da apposito regolamento comunale; il consiglio comunale approva i programmi annuali di spesa delle istituzioni e gli altri atti indicati nel regolamento. 	The organisation and functioning of the institutions are governed by this Statute, insofar as applicable and compatible, as well as by specific municipal regulations; the municipal council approves the annual expenditure programmes of the institutions and other acts specified in the regulations. 	moena
La Jonta de Comun fèsc controi spezifics e la cogn dèr cont vigni an al Consei de Comun entornvìa l lurier di organs de la aziendes speziales e de la istituzions, aldò del coma 2 de l'artìcol 20 scrit cassora.	La giunta comunale effettua specifici controlli sull'operato degli organi delle aziende speciali e delle istituzioni, riferendone annualmente al consiglio comunale, ai sensi del 2° comma del precedente articolo 20. 	The municipal council carries out specific checks on the work of the organs of special companies and institutions, reporting annually to the municipal council, pursuant to paragraph 2 of Article 20 above. 	moena
Tel cajo che la aziendes speziales o la istituzions lurassa a na vida nia bona assà o che les jissa da spess o trop de contra a la direzions comunales, l Consei de Comun pel revochèr l President e i conseieres de aministrazion.	Qualora le aziende speciali o le istituzioni funzionino in maniera insoddisfacente o violino reiteratamente o gravemente gli indirizzi comunali, il sindaco può revocare il presidente ed i consiglieri di amministrazione.	If special companies or institutions function unsatisfactorily or repeatedly or seriously violate municipal guidelines, the mayor may dismiss the president and board members.	moena
La revocazion cogn vegnir deliberèda co la stima a favor de la maoranza di conseieres assegné al Comun, e dessema la cogn perveder la nominazion di neves aministradores.	La revoca deve contenere la contestuale nomina dei nuovi amministratori.	The revocation must contain the simultaneous appointment of new directors.	moena
Sozietà de capitai.	Societa' di capitali. 	Joint stock companies. 	moena
L Comun pel costituir opura tor pèrt a sozietèdes de capitai tel cajo che chesta sort de manejament resultassa de ùtol en relazion ai servijes o a l'ativitèdes economiches da fèr.	Il Comune può costituire ovvero partecipare a società di capitali quando tale forma di gestione risulti opportuna in relazione alla natura dei servizi da prestare o delle attività economiche da esercitare.	The municipality may set up or participate in joint stock companies when this form of management is appropriate with regard to the nature of the services to be provided or the economic activities to be carried out.	moena
La sozietà de capitai cogn perveder, apede la partezipazion publica del Comun, ence chela de etres elemenc publics o privac, tolan ite ence la Magnifica Comunità de Fiem, che i met a despojizion - apede i capitai - capazitèdes tecniches, de organisazion e de manejament per permeter n mior ejit tel lurier e na maora economizità ti servijes o te la ativitèdes revardenc la sozietà.	La società di capitali deve prevedere, accanto alla partecipazione pubblica del Comune, anche quella di altri soggetti pubblici o privati, ivi compresa la Magnifica Comunità di Fiemme, che conferiscono - oltre a quote di capitale -capacità tecniche, organizzative ed imprenditoriali tali da assicurare maggiore efficienza ed economicità ai servizi o alle attività per cui la società è costituita. 	In addition to the public participation of the municipality, the joint-stock company must also provide for the participation of other public or private entities, including the Magnifica Comunità di Fiemme, which confer - in addition to capital shares - technical, organisational and entrepreneurial capacities such as to ensure greater efficiency and cost-effectiveness to the services or activities for which the company is established. 	moena
La costituzion de la sozietèdes de capitai o la partezipazion a chestes, vegn delibrèda dal Consei de Comun, co la stima a favor de la maoranza assoluta di conseieres assegné; co la medema delibrazion l Consei de Comun dèsc jù sia aproazion opura sia azetazion del Statut de la sozietà e l fissa la zifra de partezipazion del Comun.	La costituzione delle società di capitali o l'adesione ad esse è deliberata dal consiglio comunale, col voto favorevole della maggioranza assoluta dei consiglieri assegnati; con la stessa deliberazione il consiglio comunale approva ovvero aderisce allo Statuto della società e determina la quota di partecipazione del Comune.	The incorporation of joint-stock companies or membership in them is resolved by the municipal council, with the favourable vote of the absolute majority of the councillors assigned; with the same resolution, the municipal council approves or adheres to the articles of association of the company and determines the municipality's shareholding.	moena
L Consei de Comun à derit ence de aproèr, co la valiva maoranza, i mudamenc che eventualmenter ge vegnissa fac al Statut de la sozietà o per l desfament de chesta e delibrèr ence la partezipazion a aumenc del capital opura la retrata da la sozietèdes da pèrt del Comun.	Al consiglio comunale spetta anche di approvare, con la stessa maggioranza, eventuali modifiche statutarie delle società e il loro scioglimento e deliberare la partecipazione ad aumenti di capitale ovvero il recesso dalle società da parte del Comune. 	The municipal council is also responsible for approving, by the same majority, any amendments to the statutes of the companies and their dissolution, and for deciding on capital increases or the withdrawal from the companies by the municipality. 	moena
L'ombolt se festidiea di adempimenc che é debesegn per meter en doura la partezipazion del Comun te la sozietà, l'ejercitea i deric che ge pervegn al Comun desche sozio e l tol pèrt, per cont del Comun, a l'assemblea e ai organs de aministrazion de la sozietà, metan en consaputa vigni cert temp l Consei de Comun.	Il sindaco cura gli adempimenti necessari per dare attuazione alla partecipazione del Comune nella società, esercita i diritti spettanti al Comune come socio e partecipa, in rappresentanza del Comune, all'assemblea ed agli organi di amministrazione della società, riferendone periodicamente al consiglio comunale.	The mayor takes care of the necessary steps to implement the municipality's participation in the company, exercises the municipality's rights as a shareholder and participates, as the municipality's representative, in the company's assembly and administrative bodies, reporting periodically to the municipal council.	moena
Tel cajo che l ombolt no podessa o no volessa tor pèrt personalmenter, l soradèsc l'encèria al vizeombolt o a n auter assessor.	Qualora il sindaco non possao non intenda partecipare personalmente, delega a ciò il vicesindaco o altro assessore. 	If the mayor cannot or does not wish to participate personally, he delegates the deputy mayor or another councillor to do so. 	moena
Entornvìa i argomenc metui te l'orden del dì de l'assemblea de la sozietà, l'ombolt, o so rapresentant, scouta sù dantfora la Jonta de Comun e, tel cajo che chest no fossa possìbol, l la met en consaputa te la pruma sentèda che vegn dò da l'assemblea.	Sugli argomenti posti all'ordine del giorno dell'assemblea delle società il sindaco, o il suo delegato, sente preventivamente la giunta comunale e, quando ciò non fosse possibile, la informa nella prima seduta successiva. 	On the items placed on the agenda of the company assembly, the mayor or his delegate shall hear the municipal council beforehand and, when this is not possible, inform it at the first subsequent meeting. 	moena
Formes de colaborazion e de sociazion.	Forme collaborative ed associative. 	Collaborative and associative forms. 	moena
Prinzipies de colaborazion.	Principi di collaborazione. 	Principles of collaboration. 	moena
Aldò de la despojizions de l'art. 2 e al fin del svelup sozial, economich e zivil de la comunanza che l rapresentea, l Comun de Moena porta inant e l deida dò formes de colaborazion e de sociazion con de etres Comuns e Enc locai, - soraldut con chi che fèsc pèrt de val de Fascia -, con privac e sia sociazions, e ence co la Magnifica Comunità de Fiem.	In conformità a quanto stabilito dal precedente articolo 2 ed in funzione dello sviluppo sociale, economico e civile della comunità che rappresenta, il Comune di Moena promuove e favorisce forme di collaborazione ed associazione con altri Comuni ed Enti Locali, -in particolare modo con quelli appartenenti alla valle di Fassa -, con privati e loro associazioni, nonché con la Magnifica Comunità di Fiemme. 	In accordance with what is established in article 2 above and in function of the social, economic and civil development of the community it represents, the Municipality of Moena promotes and encourages forms of collaboration and association with other Municipalities and Local Authorities, - in particular with those belonging to the Fassa valley -, with private individuals and their associations, as well as with the Magnifica Comunità di Fiemme. 	moena
Formes de colaborazion.	Forme di collaborazione. 	Forms of collaboration. 	moena
L Comun se soratol l'empegn de meter a jir, aldò di artt. 39 e che vegn dò de la lege regionala nr 1/93, vigni sort de colaborazion coi etres Comuns de Val de Fascia che resultarà nezessères e debesegn per l fin de realisèr de dreta mesures de defendura per la mendranza ladina.	Il Comune si impegna a realizzare, ai sensidegliartt. 39 eseguentidella leggeregionale n. 1/93, tutte le forme di collaborazione con gli altri Comuni della Valle di Fassa che risulteranno necessarie ed opportune al fine di realizzare efficaci misure di tutela in favore della minoranza ladina.	The Commune commits itself to implement, according to art. 39 of the regional law n. 1/93, all the forms of collaboration with the other Communes of the Valle di Fassa that will be necessary and opportune in order to realise effective protection measures in favour of the Ladin minority.	moena
L Comun se soratol l'empegn de cerir la colaborazion coi etres comuns de l'area ladindolomitica, ence tres l svelup de formes de sociazion o col portèr dant entenudes, convenzions e cordanzes de program con enc publics e con privac, col fin de arsegurèr la maora entegrazion de la comunanza ladina.	Il Comune si impegna altresì a ricercare, anche attraverso lo sviluppo delle forme associative e la promozione di intese, convenzioni ed accordi di programma con enti pubblici e con privati, la collaborazione con gli altri comuni dell'area ladino-dolomitica al fine di assicurare la maggior integrazione della comunità ladina.	The municipality also undertakes to seek, also through the development of associations and the promotion of understandings, conventions and programme agreements with public bodies and private individuals, collaboration with the other municipalities of the Ladin-Dolomitic area in order to ensure the greater integration of the Ladin community.	moena
Per chest fin, l Comun se festidiea de valorisèr e portèr inant la sociazion anter i comuns ladin-dolomitics, che, tres sescions di aministradores, porterà inant l'ativitèdes nezessères per arsegurèr l'entegrazion e la valorisazion de la comunanza ladina-dolomitica.	A tal fine, il Comune si impegna a valorizzare e promuovere l'associazione tra i comuni ladino-dolomitici, la quale, attraverso riunioni periodiche degli amministratori, promuoverà le azioni necessarie ad assicurare l'integrazione e la valorizzazione della comunità ladino-dolomitica. 	To this end, the municipality undertakes to valorise and promote the association between the Ladin-Dolomitic municipalities, which, through regular meetings of the administrators, will promote the necessary actions to ensure the integration and valorisation of the Ladin-Dolomitic community. 	moena
L Comun se festidiea ence, per chest fin, de portèr dant e valorisèr la libra sociazion nominèda Conferenza di Ombolc di Comuns Ladins. De chesta sociazion l Comun de Moena é ence sozio fondator.	Il Comune si impegna altresì, a tal fine, a promuovere e valorizzare la libera associazione denominata Conferenza dei Sindaci dei Comuni Ladini, della quale è socio fondatore. 	To this end, the municipality also undertakes to promote and enhance the free association called the Conference of Mayors of Ladin Municipalities, of which it is a founding member. 	moena
I raporc de colaborazion e de sociazion vegn apliché ence te la formes e coi strumenc pervedui te la Pèrt IX de la L.R. dai 4 de jené 1993, nr 1, e più avisa.	I rapporti di collaborazione ed associazione si attuano altresì nelle forme e con gli strumenti previsti dal Capo IX della L.R. 4 gennaio 1993, n. 1, e precisamente.	Collaboration and association relations are also implemented in the forms and with the instruments provided for in Chapter IX of Regional Law No. 1 of 4 January 1993, namely	moena
Tres l'ejercizie consorzià de funzions e servijes soradac o che partegn al Comun, col s'emprevaler de la "Comunità montana" o de l'ent mesan pervedù dal D.P.R. dai 22 de mèrz 1974, nr 279, o ence tres delega a chest ent de funzions o servijes de Comun.	Mediante l'esercizio in forma associata di funzioni e servizi, propri o delegati, avvalendosi della comunità montana o dell'ente intermedio previsto dal D.P.R. 22 marzo1974, n. 279, o anche mediante delega a questo di funzioni o servizi comunali.	By means of the associated exercise of functions and services, either their own or delegated, using the mountain community or the intermediate body provided for by Presidential Decree No 279 of 22 March 1974, or also by delegating municipal functions or services to it.	moena
Tres convenzions per l'ejercizie coordenà de funzions e servijes determiné, aldò de l'art. 40 de la L.R. dai 4 de jené 1993, nr 1; l vegn durà l strument de la convenzion, soraldut, ti raporc co la Magnifica Comunità de Fiem, e ence co la organisazions de volontariat, co la copratives e co la organisazions che no à fins de vadagn, per meter a jir funzions e servijes de carater sozial, assistenzial, cultural, sportif e etres de chesta sort.	Mediante convenzioni per l'esercizio coordinato di funzioni e servizi determinati, ai sensi dell'art. 40 della L.R. 4 gennaio 1993, n. 1; si ricorre allo strumento della convenzione, in particolare, nei rapporti con la Magnifica Comunità di Fiemme, nonché con le organizzazioni del volontariato, con le cooperative e con le organizzazioni non aventi fini di lucro, per svolgere funzioni e servizi di carattere sociale, assistenziale, culturale, sportivo e simili.	By means of conventions for the coordinated exercise of specific functions and services, pursuant to Article 40 of Regional Law no. 1 of 4 January 1993; the instrument of the convention is used, in particular, in relations with the Magnifica Comunità di Fiemme, as well as with voluntary organisations, cooperatives and non-profit organisations, to perform functions and services of a social, welfare, cultural, sporting and similar nature.	moena
Tres consorzies con de etres enc locai, tolan ite ence la Magnifica Comunità de Fiem, aldò de l'art. 41 de la L.R. dai 4 de jené 1993, nr 1, per l manejament consorzià di servijes emportanc dal pont de veduda sozio-economich, canche chesta sort de manejament fossa de tornacont per rejons de fazion e per arjonjer na miora economìa de scèla e ence tel cajo che per chest fin, l strument de la convenzion no l bastassa.	Mediante consorzi con altri enti locali, ivi compresa la Magnifica Comunità di Fiemme, ai sensi dell'art. 41 della L.R. 4 gennaio 1993, n. 1, per la gestione associata di servizi rilevanti sotto il profilo socio-economico, quando tale forma di gestione sia conveniente per ragioni di efficienza e per conseguire economie di scala e si riveli a tal fine insufficiente lo strumento della convenzione.	By means of consortia with other local authorities, including the Magnifica Comunità di Fiemme, pursuant to Article 41 of Regional Law No. 1 of 4 January 1993, for the associated management of services of socio-economic relevance, when this form of management is convenient for reasons of efficiency and to achieve economies of scale and the instrument of the convention proves insufficient for this purpose.	moena
Tres union con chi etres Comuns che termenéa con Moena, aldò e per i fins pervedui te l'art. 42 de la L.R. dai 4 de jené 1993, nr 1.	Mediante l'unione con altri Comuni contermini, ai sensi e per i fini di cui all'art. 42 della L.R. 4 gennaio 1993, n. 1.	By means of union with other neighbouring municipalities, pursuant to and for the purposes of Article 42 of Regional Law No. 1 of 4 January 1993.	moena
Tres cordanzes de program pervedudes da l'art. 43 de la L.R. dai 4 de jené 1993, nr 1, per l fin de realisèr dessema lurieres, entervenc e projec de svelup sozio-economich che à debesegn de na azion entegrèda e coordenèda con de etres Enc Locai, tolan ite ence la Magnifica Comunità de Fiem.	Mediante gli accordi di programma previsti dall'art. 43 della L.R. 4 gennaio 1993, n. 1, per la realizzazione congiunta di opere, interventi e progetti di sviluppo socioeconomico che esigono l'azione integrata e coordinata di altri Enti Locali, ivi compresa la Magnifica Comunità di Fiemme. 	Through the programme agreements envisaged by Article 43 of Regional Law no. 1 of 4 January 1993, for the joint implementation of works, interventions and socio-economic development projects that require the integrated and coordinated action of other local authorities, including the Magnifica Comunità di Fiemme. 	moena
Apede la formes de colaborazion scrites cassora, l Comun pel ence meter a jir de autra sort de sociazion o de colaborazion, semper permetudes da la leges en forza.	Oltre a quelle sopra indicate, il Comune può comunque attivare anche altre forme collaborative ed associative, purché consentite dalle leggi vigenti. 	In addition to those mentioned above, the municipality may also activate other forms of collaboration and association, provided they are permitted by the laws in force. 	moena
Normes generales.	Norme comuni. 	Common standards. 	moena
Tegnan cont de la normes de lege che disc autramenter, l Consei de Comun à competenza de meter a jir desvaliva sort de colaborazion e de sociazion. L Consei cogn delibrèr per solit co la stima a favor de la maoranza assoluta de si comembres, che fossa i conseieres assegné al Comun. L'é competenza del Consei ence aproèr i ac de costituzion de la formes de colaborazion, dèr jù l'argoment de chesta formes e la rejons tecniches, economiches e de organisazion.	Fatte salve eventuali norme di legge in senso difforme, la competenza a dar luogo alle varie forme collaborative ed associative spetta al consiglio comunale, che deve deliberarle, di norma, col voto favorevole della maggioranza assoluta dei suoi componenti, intendendosi per tali i consiglieri assegnati al Comune.	Without prejudice to any legal provisions to the contrary, the competence to give rise to the various forms of cooperation and association lies with the municipal council, which must deliberate on them, as a rule, with the favourable vote of the absolute majority of its members, i.e. the councillors assigned to the municipality.	moena
L Consei se festidiea ence de fissèr i comembres che tol pèrt, l'argoment, la carateristiches e la finalitèdes de la formes de colaborazion o sociazion, i tempes, la modalitèdes e i pians finanzières che é debesegn per arjonjer i obietives che l Comun e i etres comembres se met dant.	Compete inoltre al consiglio comunale approvare gli atti costitutivi delle forme di collaborazione, indicare l'oggetto di queste e le ragioni tecniche, economiche ed organizzative che le rendono opportune, nonché determinare i soggetti partecipanti, l'oggetto, le caratteristiche e le finalità delle forme di collaborazione od associazione, i tempi, le modalità ed i piani finanziari necessari per conseguire gli obiettivi che il Comune e gli altri soggetti aderenti si propongono di conseguire.	It is also up to the municipal council to approve the constitutive acts of the forms of cooperation, to indicate the object of these and the technical, economic and organisational reasons that make them appropriate, as well as to determine the participating entities, the object, characteristics and purposes of the forms of cooperation or association, the timeframe, modalities and financial plans necessary to achieve the objectives that the municipality and the other participating entities propose to achieve.	moena
L Consei de Comun vegn informà, amàncol n'outa a l'an, entornvìa l lurier fat ti lesc olache l vegn metù a jir la formes de colaborazion e de sociazion.	Il consiglio comunale viene informato, con periodicità almeno annuale, sull'attività svolta nelle sedi in cui si attuano le forme collaborative ed associative.	The municipal council is informed, at least once a year, on the activity carried out in the venues where the collaborative and associative forms are implemented.	moena
L'ombolt rapresentea per solit l Comun te duta sia formes de colaborazion o de sociazion, co la possiblità de poder soradèr sia funzion al vizeombolt, ai etres assessores o ence a sìngoi conseieres de Comun, aldò de l'art. 2, coma 7, de la L.R. dai 30 de november 1994, nr 3.	Il sindaco rappresenta in via generale il Comune in tutte le forme collaborative od associative, con facoltà peraltro di delegare tale compito al vicesindaco, ad altri assessori o anche a singoli consiglieri comunali, ai sensi dell'art. 2, 7° comma, della L.R. 30 novembre 1994, n. 3. 	The mayor generally represents the municipality in all collaborative or associative forms, with the right to delegate this task to the deputy mayor, other councillors or even individual municipal councillors, pursuant to Article 2(7) of Regional Law No. 3 of 30 November 1994. 	moena
Entornvia i argomenc de maora emportanza da fèr fora te la sentes olache l vegn metù a jir la formes de colaborazion e de sociazion, l'ombolt o so enciarià scouta sù dantfora la Jonta de Comun opura, se chest no fossa nia possìbol, l la met en consaputa te la pruma sentèda che vegn dò.	Il sindaco o il suo delegato sente preventivamente la giunta comunale o, quando ciò non fosse possibile, la informa nella prima seduta successiva, sugli argomenti di maggiorerilievo da trattare nelle sedi in cui si esplicano le forme collaborative ed associative. 	The mayor or his delegate hears in advance from the municipal council, or, when this is not possible, informs it at the first subsequent meeting, on the most important topics to be dealt with in the fora in which the forms of collaboration and association are carried out. 	moena
I conseieres e, dò domana ence i zitadins, pel vardèr fora liberamenter i ac relatives a la formes de colaborazion e de sociazion.	Gli atti fondamentali delle forme di collaborazione ed associazione sono liberamente consultabili dai consiglieri comunali e, su richiesta, dalla cittadinanza. 	The basic acts of the forms of cooperation and association are freely available to the municipal councillors and, upon request, to the citizens. 	moena
Partezipazion e democratizità de l'azion aministrativa.	Partecipazione e democraticita' dell'azione amministrativa. 	Participation and democracy in administrative action. 	moena
Partezipazion popolèra.	Partecipazione popolare. 	Popular participation. 	moena
L Comun sostegn la partezipazion de si zitadins a l'atività de l'ent, col valorisèr soraldut l contribut che pel dèr la copratives e la sociazions scrites ite te l'art. 48 de la L.R. dai 4 de jené 1993, nr 1.	Il Comune favorisce la partecipazione dei cittadini in esso residenti all'attività dell'ente, valorizzando in particolare l'apporto che possono fornire le cooperative e le associazioni indicate dall'art. 48 della L.R. 4 gennaio 1993, n. 1.	The municipality encourages the participation of citizens residing in it in the activity of the authority, particularly enhancing the contribution that cooperatives and associations indicated in Article 48 of Regional Law No. 1 of 4 January 1993 can provide.	moena
Strumenc de partezipazion democratica.	Strumenti di partecipazione democratica. 	Instruments of democratic participation. 	moena
I raporc co la copratives e la sociazions scrites te l'articol cassora vegn discipliné tres la convenzions contegnudes te la letra b) de l'articol 24 sorascrit e ence tres autra formes de colaborazion valevoles per dèr corp a la democratizità de l'azion aministrativa, aldò di prinzipies contegnui te la leges relatives en forza.	I rapporti con le cooperative e le associazioni di cui all'articolo precedente sono disciplinati mediante le convenzioni di cui alla lettera b) del precedente articolo 24 ed anche mediante altre forme collaborative idonee a rendere concreta la democraticità dell'azione amministrativa, in conformità ai princìpi contenuti nelle leggi vigenti in materia. 	Relations with the cooperatives and associations referred to in the preceding article are governed by the conventions referred to in point b) of Article 24 above and also by other forms of cooperation suitable to make the democratic nature of administrative action concrete, in accordance with the principles contained in the relevant laws in force. 	moena
La partezipazion democratica di zitadins al lurier del Comun vegn fata tres scomenzadiva popolèra perveduda dal coma 1 de l'art. 8 sorascrit, e ence tres domandes scrites che i litadores enciasé pel portèr ite ai Organs de Comun competenc per l'argoment; chisc ultimes se festidiea de responer, te la miora formes e modalitèdes, te n temp nia più lonch che trei meisc.	La partecipazione democratica dei cittadini residenti all'attività del Comune si esplica mediante l'iniziativa popolare prevista dal 1° comma del precedente articolo 8, nonché mediante istanze e petizioni che gli elettori residenti possono presentare agli Organi comunali competenti per materia; questi provvedono a rispondere, con le modalità e le forme più adeguate, entro un tempo massimo di tre mesi.	The democratic participation of resident citizens in the activity of the municipality is carried out by means of the citizens' initiative provided for in Article 8(1) above, as well as by means of petitions and petitions that resident electors may submit to the municipal bodies responsible for the matter in question; these shall respond, in the most appropriate manner and form, within a maximum of three months.	moena
La proponetes de delibrazion de scomenzadiva popolèra cogn aer enjontà, dant da vegnir sotmetudes a l'Organ competent, i pareres de regolarità e de legitimità prescric da la lege.	Le proposte di deliberazione di iniziativa popolare devono essere corredate, prima della loro sottoposizione all'Organo competente, dai pareri di regolarità e di legittimità prescritti dalla legge. 	Proposals for popular initiative resolutions must be accompanied, prior to their submission to the competent body, by the opinions of regularity and legitimacy prescribed by law. 	moena
L'Aministrazion pel portèr dant, zenza aer debesegn de particolèra formalitèdes, consultazions popolères, sescions, conferenzes, scontrèdes publiches, e autra cosses someentes, sibie per duta la popolazion locala sibie per setores determiné, categories o organisazions e sociazions, per tor pareres su programes o argomenc d'enteress particolèr e per chierir na colaborazion en pervijion de miora soluzions per la comunanza locala.	L'Amministrazione può promuovere, senza ricorrere a particolari formalità, consultazioni popolari, assemblee, conferenze, incontri pubblici, e simili, tanto estesi all'intera popolazione residente quanto anche limitati a determinati settori, categorie od organizzazioni ed associazioni, per acquisire pareri su programmi o argomenti di particolare interesse e per ricercare il loro coinvolgimento in vista delle migliori soluzioni per la comunità locale. 	The administration may promote, without resorting to particular formalities, popular consultations, assemblies, conferences, public meetings, and the like, whether extended to the entire resident population or even limited to specific sectors, categories or organisations and associations, in order to acquire opinions on programmes or topics of particular interest and to seek their involvement with a view to the best solutions for the local community. 	moena
En conscidrazion de la particolara pojizion storich-linguistica de la comunanza del Forn, touta ite tel tegnir del Comun del 1928, e per l fin de ge arsegurèr a la popolazion che stèsc aló na dreta partecipazion a l'ativita' de l'aministrazion, l Comun porta inant l'istituzion de n comitat de frazion, lita' diretamenter da la Radunanza di sentadins del lech, a chel che ge vegn dat sù funzions consultives, propojitives e de promozion soziala.	In considerazione della particolare posizione storico-linguistica della comunità di Forno, inclusa nel territorio comunale nel 1928, e al fine di garantire un'adeguata partecipazione della popolazione ivi insediata all'azione amministrativa, il Comune promuove l'istituzione di un comitato di frazione eletto direttamente dall'Assemblea dei cittadini residenti nell'abitato, cui vengono assegnate funzioni consultive, propositive e di promozione sociale.	In consideration of the particular historical-linguistic position of the community of Forno, which was included in the municipal territory in 1928, and in order to guarantee adequate participation of the population living there in administrative action, the municipality promotes the establishment of a hamlet committee directly elected by the assembly of citizens resident in the settlement, which is assigned advisory, propositional and social promotion functions.	moena
La modalitèdes de formazion e funzionament del Comitat de frazion é determinèdes da n regolament studià fora aldò.	Le modalità di formazione e di funzionamento del Comitato di Frazione sono disciplinate con apposito regolamento.	The procedures for the formation and functioning of the hamlet committee are governed by special regulations.	moena
L Consei de Comun pel ence meter a jir referendum popolères sibie de proposta sibie de consultazion en cont de problemes e argomenc de competenza locala, lascian fora i argomenc revardenc i tribuc locai, i priesc e i ac relatives a la pojizions sogetives.	Il consiglio comunale può inoltre indire referendum popolari tanto propositivi quanto consultivi su problemi e materie di competenza locale, escluse le materie attinenti ai tributi locali, alle tariffe ed atti che incidano su posizioni soggettive.	The municipal council may also call popular referendums, both propositional and consultative, on issues and matters of local competence, excluding matters relating to local taxes, rates and acts affecting subjective positions.	moena
I referendum vegn porté dant per scomenzadiva di organs de Comun opura per scomenzadiva popolèra, dò domana de amàncol l vint per cent di litadores del Comun.	I referendum sono promossi per iniziativa degli organi comunali oppure per iniziativa popolare dietro richiesta di almeno il venti per cento degli elettori del comune alla data della richiesta.	Referendums are initiated by municipal bodies or by popular initiative at the request of at least twenty per cent of the voters of the municipality on the date of the request.	moena
La domana de referendum cogn esser metuda jù a na vida chièra e da no strantener per chel che vèrda l'argoment proponet.	Il quesito referendario deve essere posto in modo chiaro ed inequivocabile in ordine all'oggetto proposto.	The referendum question must be stated clearly and unequivocally with regard to the proposed subject matter.	moena
Na comiscion de esperc, nominèda dal Consei de Comun, dèsc jù so benstèr de amiscion del referendum.	Una commissione di esperti, nominata dal consiglio comunale, esprime il giudizio di ammissibilità del referendum.	A commission of experts, appointed by the municipal council, passes judgement on the admissibility of the referendum.	moena
La comiscion é metuda adum da: secretèr general del Comun, Revijor del Cont del Comun, 1 secretèr de Comun en servije te un di Comuns vejins, 1 conseier de Comun rapresentant de la maoranza, 1 conseier de Comun rapresentant de la mendranza.	Essa è costituita da: segretario generale del Comune, Revisore del Conto del Comune, 1 segretario comunale in servizio in uno dei Comuni viciniori, 1 consigliere comunale rappresentante della maggioranza, 1 consigliere comunale rappresentante della minoranza.	It consists of: the Secretary General of the Municipality, the Municipal Auditor, 1 municipal secretary serving in one of the neighbouring municipalities, 1 municipal councillor representing the majority, 1 municipal councillor representing the minority.	moena
Chesta comiscion cogn soraldut dèr jù pareres relatives a na dreta formulazion de la domana de referendum da pèrt di proponenc.	Detta commissione, in particolare, ha il compito di rendere pareri in ordine alla corretta formulazione del quesito referendario da parte dei proponenti.	This commission, in particular, has the task of rendering opinions on the correct wording of the referendum question by the proposers.	moena
Verifichèr l numer di litadores proponenc, la domana e la materia argoment del referendum, e dò dèr jù l iudizie de amiscion.	Rendere il giudizio di ammissibilità del referendum proposto previa verifica del numero degli elettori proponenti il quesito referendario e della materia oggetto del referendum. 	Make the admissibility of the proposed referendum subject to verification of the number of voters proposing the referendum question and the subject matter of the referendum. 	moena
Tel cajo che l referendum vegne ametù, l cogn esser fat dant che sie fora 120 dis da l'amiscion e no l pel nia vegnir tegnù dessema con de autra consultazions litales.	Nel caso di ammissione il referendum deve svolgersi entro 120 giorni dalla stessa e non potrà avvenire in coincidenza con altre consultazioni elettorali.	In the case of admission, the referendum must be held within 120 days of the admission and may not take place at the same time as other elections.	moena
L referendum à valor se a la consultazion tol pèrt amancol l 60 per cent più un del numer di litadores del Comun stabilì tel moment de la litazion.	Il referendum è valido se partecipa alla consultazione almeno il sessanta per cento più uno del numero degli elettori del Comune determinati al momento della votazione. 	The referendum is valid if at least sixty per cent plus one of the number of voters in the municipality determined at the time of the vote participate in the referendum. 	moena
La proposta, argoment de la domana de referendum, vegn entenuda aproèda se l'arjonc l 50 per cent più un de la stimes valevoles.	La proposta oggetto del quesito referendario si intende approvata se ottiene il cinquanta per cento più uno dei voti validi.	The proposal subject to the referendum question is deemed approved if it obtains fifty per cent plus one of the valid votes.	moena
Tel cajo che la proposta de referendum vegne aproèda, l'Ombolt cogn la meter te l'órden del dì de la pruma sentèda del Consei de Comun che vegn dò.	Laproposta referendaria, se approvata, impegna il sindaco a porre la stessa all'ordine del giorno della prima seduta successiva di consiglio comunale.	The referendum proposal, if approved, commits the mayor to placing it on the agenda of the first subsequent municipal council meeting.	moena
N referendum sul medemo argoment no pel vegnir refat dant che sie passà 5 egn.	Un referendum sullo stesso argomento non può comunque essere ripetuto a meno di cinque anni dal precedente.	However, a referendum on the same subject cannot be repeated less than five years after the previous one.	moena
N regolament aposta disciplinea la formes de presentazion de la domandes, i tempes e la modalitèdes organisatives de la consultazion, tegnan semper cont che vegn chiamè a litèr per l referendum demò chi scric ite te la listes litales del Comun.	Apposito regolamento disciplina le forme di presentazione delle richieste, i tempi e le modalità organizzative della consultazione, fermo restando che nel referendum sono chiamati a votare soltanto gli iscritti nelle liste elettorali del Comune. 	Special regulations govern the forms of submission of requests, the timing and organisational methods of the consultation, it being understood that only those registered in the electoral rolls of the municipality are called upon to vote in the referendum. 	moena
I ofizies de Comun, tres i strumenc pervedui te chest artìcol, cogn colaborèr per didèr dò e dèr corp a la partezipazion democratica.	Gli uffici comunali sono tenuti a collaborare al fine di agevolare e rendere effettiva la partecipazione democratica mediante gli strumenti contemplati dal presente articolo. 	Municipal offices are required to cooperate in order to facilitate and make democratic participation effective through the instruments provided for in this Article. 	moena
